name	ra_hours	dec_deg	mag
Garnet Star	21.725127	58.78005	4.23
81Pi 2Cyg	21.779891	49.30957	4.23
HR 285	1.145613	86.25709	4.24
Kap Eri	2.449755	-47.70384	4.24
89Pi Cet	2.735375	-13.85870	4.24
Bet Cha	12.305812	-79.31224	4.24
Chara	12.562411	41.35748	4.24
HR 6143	16.523037	-34.70437	4.24
56Omi Ser	17.690243	-12.87531	4.24
91Psi1Aqr	23.264859	-9.08774	4.24
Kap Tuc	1.262704	-68.87593	4.25
47Lam Per	4.109735	50.35126	4.25
88 Tau	4.594239	10.16079	4.25
58 Per	4.611508	41.26481	4.25
69Lam Eri	5.152440	-8.75408	4.25
Alsciaukat	8.380588	43.18813	4.25
HR 4889	12.890607	-40.17887	4.25
5 UMi	14.458758	75.69599	4.25
10Nu Cep	21.757480	61.12081	4.25
42Phi And	1.158368	47.24179	4.26
Torcular	1.756564	9.15774	4.26
82 G. Eri	3.331944	-43.06978	4.26
19Tau5Eri	3.563132	-21.63288	4.26
Gam Dor	4.267097	-51.48665	4.26
9Alp Cam	4.900836	66.34268	4.26
Acubens	8.974784	11.85770	4.26
HR 6546	17.609121	-38.63531	4.26
Bodu	18.025113	21.59578	4.26
Kurhah	22.063135	64.62797	4.26
71Eps Psc	1.049058	7.89013	4.27
87Mu Cet	2.749039	10.11415	4.27
49Mu Tau	4.258905	8.89236	4.27
90 Tau	4.635961	12.51084	4.27
94Tau Tau	4.704084	22.95693	4.27
Xi 2Cen	13.115180	-49.90625	4.27
Mu Lup	15.308897	-47.87527	4.27
Arkab Posterior	19.386976	-44.79978	4.27
12Gam2Del	20.777640	16.12430	4.27
10The Psc	23.466138	6.37899	4.27
69Ups Tau	4.438461	22.81358	4.28
HR 3751	9.618151	81.32638	4.28
Alp Ant	10.452530	-31.06778	4.28
45 Oph	17.455909	-29.86703	4.28
33 Cyg	20.223288	56.56772	4.28
32Iot Cap	21.370776	-16.83454	4.28
29Pi 2Peg	22.166457	33.17822	4.28
The Gru	23.114650	-43.52036	4.28
10 Tau	3.614551	0.40166	4.29
6Lam Lep	5.326257	-13.17679	4.29
HR 4180	10.655112	-55.60327	4.29
Bet Hya	11.881813	-33.90812	4.29
16Zet UMi	15.734299	77.79449	4.29
8Phi Oph	16.518991	-16.61273	4.29
33Iot Aqr	22.107286	-13.86968	4.29
17Bet PsA	22.525090	-32.34607	4.29
Rasalnaqa	23.635610	43.26807	4.29
Alp Scl	0.976766	-29.35745	4.30
73Xi 2Cet	2.469317	8.46005	4.30
Taygeta	3.753470	24.46728	4.30
HR 1189	3.809963	-37.62015	4.30
68Del3Tau	4.424828	17.92791	4.30
35Pi Aur	5.998917	45.93674	4.30
7Eta Hya	8.720410	3.39866	4.30
54 Leo	10.926890	24.74972	4.30
91Ups Leo	11.615814	-0.82375	4.30
HR 4537	11.828077	-63.78848	4.30
8Eta Crv	12.534510	-16.19601	4.30
HR 5358	14.338763	-56.38650	4.30
5Alp1Cap	20.294130	-12.50821	4.30
HR 3457	8.676953	-59.76100	4.31
Del Oct	14.448801	-83.66788	4.31
Alkalurops	15.408181	37.37717	4.31
10Ome2Sco	16.123424	-20.86876	4.31
71 Aql	20.638967	-1.10512	4.31
37Psi Per	3.608159	48.19263	4.32
54 Eri	4.674031	-19.67149	4.32
119 Tau	5.536875	18.59423	4.32
44Kap Aur	6.256304	29.49808	4.32
12 Hya	8.772927	-13.54772	4.32
Alterf	9.528675	22.96797	4.32
The1Cru	12.050447	-63.31293	4.32
Diadem	13.166469	17.52943	4.32
3 Cen	13.863779	-32.99409	4.32
Omi Lup	14.860641	-43.57536	4.32
53Nu Ser	17.347128	-12.84688	4.32
4Gam CMi	7.469387	8.92553	4.33
HR 4888	12.885258	-48.94331	4.33
Tau2Lup	14.436336	-45.37928	4.33
Guniibuu	17.255836	-26.60283	4.33
Pi Pav	18.143000	-63.66855	4.33
1Kap Lyr	18.331031	36.06455	4.33
Alula Australis	11.303118	31.52878	4.33
29Pi And	0.614680	33.71934	4.34
30Eps And	0.642602	29.31175	4.34
33The Cas	1.185017	55.14990	4.34
Del Dor	5.746223	-65.73553	4.34
4Xi 1CMa	6.530935	-23.41842	4.34
The Cha	8.344115	-77.48448	4.34
HR 3696	9.270024	-57.54147	4.34
HR 3836	9.613772	-49.35503	4.34
Ups2Cen	14.028748	-45.60342	4.34
Ome Lup	15.634232	-42.56735	4.34
49Sig Oph	17.441911	4.14036	4.34
6Zet1Lyr	18.746209	37.60511	4.34
111 Her	18.783686	18.18152	4.34
9 Peg	21.741860	17.35002	4.34
5 Lac	22.492173	47.70689	4.34
Botein	3.193822	19.72668	4.35
2Pi 2Ori	4.843534	8.90018	4.35
HR 2435	6.582940	-52.97561	4.35
15 Lyn	6.954612	58.42276	4.35
Eps Vol	8.132173	-68.61706	4.35
13Rho Hya	8.807214	5.83781	4.35
15Gam Com	12.448966	28.26842	4.35
2 Lup	15.297178	-30.14867	4.35
Yildun	17.536918	86.58646	4.35
Xi Pav	18.387117	-61.49390	4.35
21The Lyr	19.272804	38.13373	4.35
9Iot PsA	21.749113	-33.02578	4.35
Bet1Tuc	0.525725	-62.95822	4.36
Eta Phe	0.722567	-57.46306	4.36
65Xi 1Cet	2.216665	8.84672	4.36
35Sig Per	3.509579	47.99522	4.36
37 Tau	4.078253	22.08193	4.36
61Ome Eri	4.881575	-5.45270	4.36
4Kap Lep	5.220522	-12.94129	4.36
Gam Col	5.958947	-35.28328	4.36
20Iot CMa	6.935618	-17.05424	4.36
29Zet Mon	8.143236	-2.98379	4.36
Chi Cen	14.100770	-41.17963	4.36
41Iot Aql	19.612022	-1.28660	4.36
30 Psc	0.032672	-6.01407	4.37
Kap Col	6.275871	-35.14052	4.37
30Tau CMa	7.311802	-24.95437	4.37
HR 4293	11.002572	-42.22586	4.37
Ramus	18.145970	20.81456	4.37
The1Sgr	19.995605	-35.27631	4.37
51The Vir	13.165831	-5.53901	4.38
1Kap Cep	20.148145	77.71142	4.38
99 Aqr	23.434108	-20.64201	4.38
Bet Scl	23.549512	-37.81827	4.38
Psi Phe	1.894102	-46.30267	4.39
HR 1155	3.825357	65.52597	4.39
37Phi1Ori	5.580344	9.48958	4.39
54Chi1Ori	5.906386	20.27617	4.39
8Eps Mon	6.396135	4.59286	4.39
HR 3145	8.037760	2.33457	4.39
Yunü	10.131742	9.99751	4.39
110 Vir	15.048344	2.09130	4.39
25Iot Oph	16.900131	10.16536	4.39
40Xi Oph	17.350101	-21.11293	4.39
Sham	19.668275	18.01389	4.39
6Bet Sge	19.684150	17.47604	4.39
The Ind	21.331096	-53.44943	4.39
Kui	0.953445	23.41765	4.40
Omi Pup	7.801436	-25.93717	4.40
16 Pup	8.150455	-19.24501	4.40
Kap Pav	18.949177	-67.23350	4.40
Del Ind	21.965293	-54.99258	4.40
HR 2554	6.830921	-53.62245	4.41
46Tau Gem	7.185659	30.24516	4.41
HR 5378	14.383956	-39.51182	4.41
Maasym	17.512308	26.11065	4.41
94Nu Her	17.975041	30.18928	4.41
66Ups Cyg	21.298632	34.89690	4.41
33Pi Cep	23.131623	75.38750	4.41
93Psi2Aqr	23.298393	-9.18251	4.41
Gam Scl	23.313733	-32.53203	4.41
67Nu Ori	6.126201	14.76847	4.42
8Nu 3CMa	6.631506	-18.23748	4.42
HR 2748	7.225637	-44.63974	4.42
27 CMa	7.237559	-26.35251	4.42
HR 3243	8.234143	-40.34789	4.42
60 Leo	11.038827	20.17984	4.42
Solitaire	14.838147	-27.96037	4.42
27Lam Ser	15.774060	7.35307	4.42
68 Oph	18.029222	1.30508	4.42
3Bet Lac	22.392675	52.22905	4.42
Alkarab	23.422993	23.40410	4.42
26Pi Eri	3.769037	-12.10159	4.43
Keid	4.254537	-7.65287	4.43
7 Cam	4.954780	53.75210	4.43
Aladfar	19.229302	39.14597	4.43
62 Sgr	20.044299	-27.70985	4.43
39 Cyg	20.397671	32.19017	4.43
11Del Del	20.724315	15.07458	4.43
3 Aqr	20.795621	-5.02770	4.43
7 Cet	0.244005	-18.93287	4.44
63Del Psc	0.811373	7.58508	4.44
Eps Ret	4.274738	-59.30216	4.44
Alp Cae	4.676039	-41.86375	4.44
2 Lyn	6.327052	59.01096	4.44
HR 2906	7.567551	-22.29607	4.44
HR 3225	8.189304	-39.61854	4.44
HR 3270	8.309258	-36.65929	4.44
Sig Lup	14.543629	-50.45716	4.44
Anser	19.478427	24.66491	4.44
106Nu Psc	1.690526	5.48761	4.45
Bet For	2.818169	-32.40590	4.45
3Iot Lep	5.204973	-11.86922	4.45
70Xi Ori	6.198999	14.20876	4.45
Minchir	8.645955	3.34144	4.45
HR 3591	9.001505	-41.25361	4.45
HR 4159	10.593140	-57.55764	4.45
Del2Cha	10.763087	-80.54019	4.45
74Phi Leo	11.277695	-3.65160	4.45
9Ome Oph	16.535611	-21.46639	4.45
60Tau Dra	19.259229	73.35547	4.45
38Mu Aql	19.568153	7.37894	4.45
Iot Cas	2.484437	67.40247	4.46
32 Eri	3.904862	-2.95473	4.46
17Rho Ori	5.221523	2.86126	4.46
15 UMa	9.147863	51.60465	4.46
11Bet Crt	11.194302	-22.82585	4.46
HR 4618	12.134788	-50.66128	4.46
Eps Nor	16.453067	-47.55479	4.46
22Gam PsA	22.875427	-32.87550	4.46
1Tau1Eri	2.751715	-18.57256	4.47
HR 999	3.338989	29.04846	4.47
10Pi 6Ori	4.975806	1.71402	4.47
Lam CMa	6.469503	-32.58007	4.47
13 Mon	6.548396	7.33296	4.47
HR 3129	7.970678	-49.24491	4.47
HR 3643	9.085785	-72.60271	4.47
1Kap Leo	9.410906	26.18232	4.47
26 UMa	9.580405	52.05148	4.47
HR 4546	11.852419	-45.17347	4.47
28Sig Boo	14.578000	29.74513	4.47
16 Lib	14.953055	-4.34646	4.47
7Del Equ	21.241337	10.00698	4.47
Lam Gru	22.101914	-39.54335	4.47
22Omi Cas	0.745420	48.28436	4.48
Gam Ret	4.014946	-62.15928	4.48
71 Tau	4.439094	15.61826	4.48
18 Mon	6.797680	2.41216	4.48
15Alp Sex	10.132300	-0.37164	4.48
Gam Cir	15.389625	-59.32079	4.48
4Psi Oph	16.401718	-20.03733	4.48
Fumalsamakah	23.064615	3.82004	4.48
86 Aqr	23.111345	-23.74311	4.48
48 Cas	2.032644	70.90702	4.49
50Ups1Eri	4.558490	-29.76649	4.49
30 Gem	6.733137	13.22802	4.49
HR 2740	7.209350	-46.75930	4.49
HR 3084	7.877402	-38.86281	4.49
21 LMi	10.123821	35.24469	4.49
29Pi 1Boo	14.678768	16.41832	4.49
13The Cyg	19.607372	50.22110	4.49
24 Cap	21.118797	-25.00585	4.49
78Mu 1Cyg	21.735710	28.74263	4.49
18Lam Psc	23.700779	1.78004	4.49
105Ome2Aqr	23.712039	-14.54490	4.49
Eps Tuc	23.998594	-65.57713	4.49
47Ome Ori	5.653096	4.12147	4.50
Gam Pic	5.830451	-56.16666	4.50
HR 3498	8.778487	-56.76978	4.50
HR 4074	10.348557	-56.04322	4.50
93 Leo	11.799762	20.21893	4.50
4Tau Boo	13.787710	17.45691	4.50
23 Vul	20.262816	27.81424	4.50
13Nu Aqr	21.159902	-11.37169	4.50
36 Cap	21.478721	-21.80718	4.50
14Mu PsA	22.139722	-32.98847	4.50
HR 8485	22.231312	39.71493	4.50
11 Lac	22.675233	44.27631	4.50
25Sig And	0.305463	36.78522	4.51
83Tau Psc	1.194342	30.08964	4.51
29Tau Aur	5.819567	39.18107	4.51
Eps Ant	9.487423	-35.95134	4.51
HR 3856	9.655839	-61.32806	4.51
21Iot Ser	15.692516	19.67040	4.51
67Rho Dra	20.046960	67.87356	4.51
Eta Ind	20.733966	-51.92097	4.51
39Eps Cap	21.618008	-19.46601	4.51
Del Tuc	22.455531	-64.96635	4.51
7Rho Cas	23.906398	57.49938	4.51
Lilii Borea	2.798480	29.24712	4.52
HR 5035	13.377211	-60.98839	4.52
HR 5041	13.400128	-64.53567	4.52
Khambalia	14.318498	-13.37110	4.52
43Psi Boo	15.074098	26.94765	4.52
Eps Tel	18.187157	-45.95442	4.52
46Ups Sgr	19.362117	-15.95502	4.52
HR 7955	20.755878	57.57973	4.52
2 Peg	21.499137	23.63884	4.52
6 Lac	22.508128	43.12338	4.52
Bet2Tuc	0.525946	-62.96556	4.53
35Nu And	0.830234	41.07891	4.53
HR 2113	6.000930	-3.07425	4.53
HR 2937	7.622809	-34.96853	4.53
17Kap2Boo	14.224718	51.78997	4.53
HR 6493	17.443856	-5.08660	4.53
3 Sgr	17.792674	-27.83079	4.53
54Lam Cyg	20.790149	36.49072	4.53
Honores	23.209160	49.40621	4.53
16 Aur	5.302935	33.37161	4.54
5Xi 2CMa	6.584274	-22.96479	4.54
32Tau2Hya	9.533036	-1.18466	4.54
10 LMi	9.570384	36.39756	4.54
24 UMa	9.574703	69.83034	4.54
37Xi Boo	14.856493	19.10046	4.54
24Iot1Lib	15.203692	-19.79171	4.54
Phi2Lup	15.385931	-36.85849	4.54
59 Sgr	19.949120	-27.16990	4.54
55 Peg	23.116739	9.40949	4.54
70 Peg	23.485915	12.76055	4.54
2 Cet	0.062330	-17.33599	4.55
HR 1040	3.498540	58.87875	4.55
Gam1Cae	5.073440	-35.48298	4.55
HR 2527	7.001081	76.97741	4.55
6 CMi	7.496606	12.00656	4.55
30Phi UMa	9.868433	54.06433	4.55
HR 5781	15.598126	-44.95839	4.55
19Omi Sco	16.343939	-24.16932	4.55
HR 6766	18.134716	-28.45709	4.55
11 Cep	21.698652	71.31142	4.55
2 Lac	22.350428	46.53657	4.55
4 Lac	22.408609	49.47639	4.55
17 Per	2.858566	35.05974	4.56
Del Ret	3.979095	-61.40019	4.56
136 Tau	5.888790	27.61226	4.56
HR 3612	9.108825	38.45222	4.56
72 Leo	11.253397	23.09550	4.56
Tau1Lup	14.435619	-45.22142	4.56
1Sig Ara	17.594332	-46.50568	4.56
31 Vul	20.868801	27.09698	4.56
63 Cyg	21.110026	47.64840	4.56
HR 1106	3.618244	-40.27455	4.57
Cujam	16.423598	14.03327	4.57
5Rho Oph	16.426422	-23.44718	4.57
Dziban	17.698978	72.14884	4.57
113 Her	18.912468	22.64508	4.57
Del CrA	19.139156	-40.49670	4.57
13 Vul	19.891026	24.07961	4.57
42 Ori	5.589768	-4.83836	4.58
HR 3912	9.861298	-46.54762	4.58
HR 4200	10.725639	-60.56662	4.58
HR 4975	13.204892	-59.92058	4.58
10 Dra	13.857205	64.72327	4.58
13 Sco	16.205057	-27.92637	4.58
57Mu Oph	17.630754	-8.11877	4.58
Salm	23.343956	23.74034	4.58
Mu Phe	0.688766	-46.08501	4.59
HR 1143	3.713908	-37.31352	4.59
Gam Cam	3.839302	71.33227	4.59
30Psi2Ori	5.447286	3.09567	4.59
4Pi 2UMa	8.670240	64.32794	4.59
31Tau1Hya	9.485805	-2.76896	4.59
HR 4063	10.326877	-55.02931	4.59
HR 4352	11.210005	-60.31762	4.59
10Del CrB	15.826570	26.06839	4.59
2 Sco	15.893533	-25.32714	4.59
5Eps2Lyr	18.739661	39.61272	4.59
52 Sgr	19.611786	-24.88362	4.59
Del Scl	23.815427	-28.13027	4.59
HR 1324	4.304056	50.29550	4.60
40Ups2Hya	10.085408	-13.06463	4.60
Iot Ant	10.945289	-37.13777	4.60
35Omi Boo	14.754017	16.96428	4.60
HR 5724	15.422285	-38.73362	4.60
1Chi Her	15.877903	42.45152	4.60
58Pi Dra	19.344467	65.71453	4.60
33 Psc	0.088928	-5.70762	4.61
24The And	0.284863	38.68164	4.61
111Xi Psc	1.892597	3.18754	4.61
28Ome Per	3.188163	39.61158	4.61
21 Lyn	7.445237	49.21153	4.61
HR 3131	7.997792	-18.39923	4.61
37 Lib	15.569638	-10.06453	4.61
47 Cyg	20.565052	35.25085	4.61
Castula	0.944432	59.18106	4.62
36Tau9Eri	3.998745	-24.01621	4.62
102Iot Tau	5.051596	21.58996	4.62
36Ups Ori	5.532183	-7.30154	4.62
Kap Pyx	9.134133	-25.85854	4.62
63Chi Leo	11.083619	7.33601	4.62
HR 4325	11.109015	-62.42411	4.62
HR 4460	11.579355	-54.26409	4.62
HR 4848	12.772981	-56.48882	4.62
Lam Cru	12.910889	-59.14670	4.62
3Ups Oph	16.463385	-8.37173	4.62
57Zet Ser	18.008058	-3.69027	4.62
The CrA	18.558383	-42.31251	4.62
Alya	18.936995	4.20359	4.62
48Eps Ari	2.986868	21.34043	4.63
1 Pup	7.725663	-28.41089	4.63
HR 3089	7.884344	-49.61304	4.63
HR 3459	8.727882	-7.23373	4.63
HR 3684	9.262522	-37.41314	4.63
HR 4817	12.664594	-39.98730	4.63
83 UMa	13.678967	54.68163	4.63
HR 5589	14.959743	65.93246	4.63
1 Sco	15.849652	-25.75129	4.63
Iot1Nor	16.058931	-57.77506	4.63
Nu Pav	18.522896	-62.27830	4.63
47Omi Dra	18.853348	59.38835	4.63
84Psi Peg	23.962647	25.14140	4.63
33Tau8Eri	3.895195	-24.61223	4.64
7Pi 1Ori	4.914924	10.15083	4.64
62Chi2Ori	6.065329	20.13845	4.64
HR 5172	13.777604	-51.43277	4.64
7Zet1CrB	15.656299	36.63581	4.64
HR 5825	15.686505	-44.66121	4.64
20 Oph	16.830563	-10.78300	4.64
69 Her	17.294517	37.29150	4.64
71 Oph	18.121767	8.73387	4.64
32Nu Aql	19.441969	0.33857	4.64
4Zet Del	20.588482	14.67421	4.64
9 Lac	22.622899	51.54512	4.64
3 And	23.069702	50.05209	4.64
35 Ari	2.724198	27.70715	4.65
86Rho Tau	4.564143	14.84442	4.65
11 Ori	5.076153	15.40410	4.65
HR 2102	5.901658	-63.08963	4.65
HR 2787	7.305110	-36.73396	4.65
HR 2881	7.511834	-30.96228	4.65
HR 2922	7.589694	-28.36932	4.65
HR 4110	10.456798	-57.63880	4.65
8Pi Vir	12.014553	6.61432	4.65
Eta Nor	16.053579	-49.22969	4.65
HYG 118632	9.511764	-40.46562	4.65
84Chi Psc	1.190894	21.03465	4.66
53Chi Cet	1.826418	-10.68641	4.66
15 Mon	6.682961	9.89575	4.66
19Pi CMa	6.927064	-20.13650	4.66
HR 2766	7.276387	-27.88118	4.66
Asellus Borealis	8.721431	21.46850	4.66
HR 3642	9.093994	-70.53850	4.66
45Ome UMa	10.899648	43.18996	4.66
26Chi Vir	12.654102	-7.99556	4.66
HR 4831	12.709858	-48.81311	4.66
3Psi1Lup	15.662772	-34.41193	4.66
Gam1Sgr	18.083674	-29.58009	4.66
HR 6842	18.300886	-27.04264	4.66
Zet Sct	18.394329	-8.93438	4.66
15 Vul	20.018346	27.75357	4.66
85Phi Psc	1.229152	24.58371	4.67
34 Per	3.489456	49.50895	4.67
52 Per	4.248143	40.48367	4.67
92Sig2Tau	4.654583	15.91798	4.67
18The Lep	6.102590	-14.93525	4.67
Tegmine	8.203535	17.64777	4.67
14Tau UMa	9.181941	63.51363	4.67
93 Her	18.000949	16.75092	4.67
Gam Sct	18.486626	-14.56581	4.67
4Eps1Lyr	18.738984	39.67012	4.67
Alsafi	19.539149	69.66118	4.67
Gam Mic	21.021517	-32.25777	4.67
39Chi Cas	1.565528	59.23204	4.68
Eta2Hyi	1.915572	-67.64730	4.68
Nu For	2.074844	-29.29682	4.68
22Pi Per	2.979352	39.66273	4.68
HR 3574	8.938686	-52.72348	4.68
HR 3834	9.640913	4.64929	4.68
29Pi Leo	10.003557	8.04422	4.68
37 LMi	10.645337	31.97624	4.68
74 Vir	13.532746	-6.25582	4.68
24 CVn	13.574250	49.01597	4.68
Del1Aps	16.339119	-78.69575	4.68
12Phi Cyg	19.656279	30.15332	4.68
Bunda	21.629197	-7.85420	4.68
66 Aqr	22.726454	-18.83038	4.68
73Pi Tau	4.443437	14.71378	4.69
15Lam Aur	5.318995	40.09905	4.69
HR 2944	7.638346	-25.36480	4.69
HR 3046	7.805608	-47.07772	4.69
28 Mon	8.020371	-1.39261	4.69
HR 4177	10.645834	-59.18300	4.69
Iot Cru	12.760550	-60.98132	4.69
Azelfafage	21.701573	51.18962	4.69
Eps Ind	22.055486	-56.78598	4.69
Iot Phe	23.584599	-42.61507	4.69
HR 1762	5.340811	-21.23976	4.70
21The Crt	11.611365	-9.80225	4.70
Omi Hya	11.670221	-34.74466	4.70
Zet1Sco	16.899924	-42.36203	4.70
Del Sct	18.704563	-9.05255	4.70
Terebellum	19.930651	-26.29951	4.70
5Gam Equ	21.172361	10.13158	4.70
HR 8748	22.906789	84.34618	4.70
101 Aqr	23.554618	-20.91450	4.70
91Lam Cet	2.995250	8.90737	4.71
Kap Ret	3.489558	-62.93753	4.71
4Omi1Ori	4.875545	14.25064	4.71
Zet Dor	5.091853	-57.47270	4.71
31 Ori	5.495550	-1.09224	4.71
25Chi Aur	5.545465	32.19202	4.71
The Pyx	9.358220	-25.96544	4.71
Lam Pyx	9.386739	-28.83387	4.71
27Zet Crt	11.746049	-18.35067	4.71
HR 4940	13.104642	-48.46329	4.71
HR 5241	13.960809	-63.68670	4.71
Libertas	19.904134	8.46145	4.71
Eps Mic	21.298966	-32.17254	4.71
89 Aqr	23.165249	-22.45761	4.71
36Psi Cas	1.432208	68.13001	4.72
22 Ori	5.362708	-0.38246	4.72
31Ups Aur	5.850675	37.30557	4.72
Del Pic	6.171642	-54.96865	4.72
19 Pup	8.187863	-12.92700	4.72
HR 3749	9.455110	-22.34378	4.72
30 LMi	10.431895	33.79612	4.72
HR 4138	10.505581	-71.99279	4.72
HR 4132	10.553865	40.42556	4.72
The2Cru	12.072008	-63.16571	4.72
11 Com	12.345286	17.79287	4.72
20 CVn	13.292379	40.57261	4.72
6Ups Her	16.046634	46.03670	4.72
41 Oph	17.276857	-0.44530	4.72
43Kap Cap	21.710973	-18.86632	4.72
65 And	2.427060	50.27863	4.73
38 Gem	6.910732	13.17783	4.73
HR 3226	8.190526	-42.98728	4.73
61 Leo	11.030465	-2.48459	4.73
Del Nor	16.108176	-45.17318	4.73
16Tau CrB	16.149529	36.49094	4.73
6Mu Aqr	20.877565	-8.98332	4.73
14Lam Cas	0.529539	54.52229	4.74
90Ups Psc	1.324443	27.26406	4.74
76Sig Cet	2.534786	-15.24468	4.74
HR 789	2.663326	-42.89167	4.74
HR 985	3.333129	65.65229	4.74
17 Eri	3.510294	-5.07515	4.74
HR 3220	8.150213	-61.30243	4.74
HR 3452	8.686982	-47.31712	4.74
8Rho UMa	9.042420	67.62962	4.74
61 Vir	13.306763	-18.31120	4.74
HR 5297	14.165242	-53.43895	4.74
38Rho Ser	15.854420	20.97792	4.74
4 Sgr	17.996543	-23.81613	4.74
Zet CrA	19.051907	-42.09510	4.74
8 Cyg	19.529534	34.45297	4.74
59 Cyg	20.997098	47.52095	4.74
31Omi Aqr	22.055234	-2.15536	4.74
HR 8959	23.630827	-45.49235	4.74
HR 2762	7.243928	-48.27193	4.75
Mu Mus	11.804030	-66.81491	4.75
4 Cen	13.886817	-31.92761	4.75
21Iot Boo	14.269439	51.36723	4.75
43Kap Lib	15.699111	-19.67883	4.75
4Psi2Lup	15.711395	-34.71041	4.75
Phi1Pav	20.593003	-60.58175	4.75
34Omi Cep	23.310400	68.11145	4.75
Lam1Phe	0.523594	-48.80351	4.76
Nu Hyi	2.841255	-75.06695	4.76
Angetenar	2.850645	-21.00402	4.76
56 Ori	5.874011	1.85513	4.76
HR 2209	6.314105	69.31979	4.76
HR 3113	7.961141	-30.33457	4.76
HR 3858	9.688058	-23.59151	4.76
HR 4196	10.703926	-64.46643	4.76
55 UMa	11.318864	38.18556	4.76
5 CVn	12.400414	51.56226	4.76
36 Com	12.982068	17.40945	4.76
69 Vir	13.457546	-15.97358	4.76
HR 5219	13.863188	34.44424	4.76
HR 5371	14.376971	-58.45912	4.76
Zet Aps	17.366531	-67.77067	4.76
Lam Ara	17.673276	-49.41559	4.76
1 Vul	19.270289	21.39043	4.76
9 Cep	21.632007	62.08194	4.76
56 Peg	23.118539	25.46826	4.76
17Phi1Cet	0.736500	-10.60955	4.77
HR 918	3.092338	56.70572	4.77
49 Ori	5.648079	-7.21283	4.77
17 Mon	6.788842	8.03725	4.77
26 Hya	9.329551	-11.97485	4.77
87 Leo	11.505248	-3.00350	4.77
40Psi Vir	12.905879	-9.53899	4.77
28Ome Dra	17.615859	68.75797	4.77
69Tau Oph	18.051367	-8.18035	4.77
45 Dra	18.542923	57.04560	4.77
HR 7652	20.059291	-37.94070	4.77
34 Cyg	20.296445	38.03293	4.77
Alshat	20.344393	-12.75908	4.77
11Rho Cap	20.481004	-17.81369	4.77
HR 8702	22.791378	83.15383	4.77
The Oct	0.026616	-77.06572	4.78
20 Cet	0.883471	-1.14426	4.78
58 And	2.141454	37.85908	4.78
HR 1129	3.767314	63.34505	4.78
HR 1427	4.509342	16.19401	4.78
64 Eri	4.998816	-12.53742	4.78
HR 1887	5.584078	-6.00203	4.78
27 Lyn	8.140963	51.50667	4.78
HR 3237	8.224866	-35.89952	4.78
The Ant	9.736694	-27.76947	4.78
40 Leo	10.328938	19.47091	4.78
12 Com	12.375087	25.84616	4.78
60Sig Vir	13.293412	5.46987	4.78
HR 5364	14.345159	-45.18706	4.78
51 Hya	14.384942	-27.75402	4.78
51 Oph	17.523598	-23.96264	4.78
Iot2Sco	17.836420	-40.09043	4.78
HR 7012	18.757465	-64.87126	4.78
32 Peg	22.355372	28.33053	4.78
35 Peg	22.464312	4.69566	4.78
89Chi Peg	0.243378	20.20670	4.79
9Lam Ari	1.965478	23.59606	4.79
2 Aur	4.877218	36.70319	4.79
HR 3294	8.375471	-48.49038	4.79
HR 3728	9.349117	-62.40463	4.79
Eta Mus	13.254160	-67.89459	4.79
11Kap CrB	15.853870	35.65738	4.79
22 Sco	16.503466	-25.11522	4.79
HR 6628	17.819577	-31.70320	4.79
66 Oph	18.004388	4.36862	4.79
HR 7739	20.254415	25.59196	4.79
24 Cep	22.163441	72.34121	4.79
Mu 1Gru	22.260253	-41.34670	4.79
19Xi Cas	0.701081	50.51253	4.80
HR 244	0.884511	61.12397	4.80
Zibal	3.263896	-8.81973	4.80
53 Per	4.359211	46.49888	4.80
64Del2Tau	4.401599	17.44413	4.80
65Psi Eri	5.023985	-7.17396	4.80
50Psi2Aur	6.655507	42.48888	4.80
13Sig2UMa	9.173204	67.13402	4.80
18 UMa	9.269808	54.02186	4.80
27 Hya	9.341394	-9.55570	4.80
HR 4205	10.735258	-63.96107	4.80
Phyllon Kissinou	12.580857	22.62926	4.80
41 Com	13.119646	27.62474	4.80
4 UMi	14.147498	77.54751	4.80
HR 5361	14.299950	35.50950	4.80
34 Boo	14.723712	26.52785	4.80
41Ome Boo	15.035141	25.00814	4.80
HR 6070	16.304973	-28.61402	4.80
68 Her	17.288769	33.10010	4.80
30 Cyg	20.221680	46.81567	4.80
57 Cyg	20.887431	44.38726	4.80
The1Mic	21.346008	-40.80947	4.80
52Pi Aqr	22.421284	1.37740	4.80
43Omi Peg	22.695947	29.30764	4.80
Alula Australis B	11.303118	31.52878	4.80
15 Ori	5.161654	15.59723	4.81
The Dor	5.229288	-67.18525	4.81
Omi Col	5.291411	-34.89521	4.81
139 Tau	5.966571	25.95391	4.81
HR 3159	8.005547	-63.56746	4.81
HR 3809	9.584399	39.62149	4.81
14Eps Crt	11.410164	-10.85932	4.81
Elgafar	14.470038	-2.22796	4.81
21 Sgr	18.422511	-20.54168	4.81
29 Vul	20.642038	21.20117	4.81
55 Cyg	20.815637	46.11413	4.81
HR 574	1.952792	-47.38528	4.82
11Mu Aur	5.223811	38.48450	4.82
HR 2450	6.654644	-14.14576	4.82
15 CMa	6.892474	-20.22425	4.82
HR 2902	7.563323	-14.52389	4.82
HR 4080	10.372108	-41.64996	4.82
36 UMa	10.510461	55.98054	4.82
HR 4732	12.442158	-51.45063	4.82
